osmid,y,x,street_count,ref,highway,geometry
2179111138,43.6972246,-79.3911653,4,,,POINT (-79.3911653 43.6972246)
2179111139,43.69725,-79.3910442,3,,,POINT (-79.3910442 43.69725)
2179111142,43.6974099,-79.3912449,1,,,POINT (-79.3912449 43.6974099)
2179111143,43.6978021,-79.3918506,1,,,POINT (-79.3918506 43.6978021)
2179115257,43.6972989,-79.3892378,3,,,POINT (-79.3892378 43.6972989)
2179115258,43.6973204,-79.3891502,1,,,POINT (-79.3891502 43.6973204)
2179115260,43.697416,-79.3902465,3,,,POINT (-79.3902465 43.697416)
2179115262,43.697454,-79.3900761,4,,,POINT (-79.3900761 43.697454)
2179115263,43.6974792,-79.3902741,1,,,POINT (-79.3902741 43.6974792)
2179115265,43.697475,-79.3899764,3,,,POINT (-79.3899764 43.697475)
2179115269,43.6975057,-79.3898153,3,,,POINT (-79.3898153 43.6975057)
2179115271,43.697532,-79.3900041,1,,,POINT (-79.3900041 43.697532)
2179115273,43.6975487,-79.3901538,3,,,POINT (-79.3901538 43.6975487)
2179115274,43.6975582,-79.3898436,1,,,POINT (-79.3898436 43.6975582)
2179115292,43.6981418,-79.3891975,3,,,POINT (-79.3891975 43.6981418)
2179115296,43.6982569,-79.3892785,1,,,POINT (-79.3892785 43.6982569)
2179116137,43.6968606,-79.3914764,3,,,POINT (-79.3914764 43.6968606)
2179116138,43.6969541,-79.3910553,1,,,POINT (-79.3910553 43.6969541)
2179116303,43.6973143,-79.3904269,3,,,POINT (-79.3904269 43.6973143)
2179116304,43.6973412,-79.390292,3,,,POINT (-79.390292 43.6973412)
2179116305,43.6973749,-79.3904501,4,,,POINT (-79.3904501 43.6973749)
2179116306,43.6974031,-79.3903157,4,,,POINT (-79.3903157 43.6974031)
2179116307,43.6974471,-79.3904774,1,,,POINT (-79.3904774 43.6974471)
2179116308,43.697465,-79.3903442,1,,,POINT (-79.3903442 43.697465)
2179116995,43.697206,-79.3909508,3,,,POINT (-79.3909508 43.697206)
2179116996,43.6972673,-79.3909729,4,,,POINT (-79.3909729 43.6972673)
2179116999,43.6978229,-79.3911165,1,,,POINT (-79.3911165 43.6978229)
2179123929,43.6981567,-79.3939334,3,,,POINT (-79.3939334 43.6981567)
2179123935,43.6982,-79.3938957,3,,,POINT (-79.3938957 43.6982)
2179128302,43.6612486,-79.3912259,3,,,POINT (-79.3912259 43.6612486)
2179181065,43.6945674,-79.3809589,3,,,POINT (-79.3809589 43.6945674)
2179181066,43.6948475,-79.3813974,1,,,POINT (-79.3813974 43.6948475)
2179181067,43.6951765,-79.3810036,1,,,POINT (-79.3810036 43.6951765)
2179181068,43.6952131,-79.3816684,1,,,POINT (-79.3816684 43.6952131)
2179181070,43.695423,-79.3813355,3,,,POINT (-79.3813355 43.695423)
2179181071,43.6955903,-79.3815666,3,,,POINT (-79.3815666 43.6955903)
2179181072,43.6956839,-79.3814482,1,,,POINT (-79.3814482 43.6956839)
2179181073,43.6957162,-79.3817414,3,,,POINT (-79.3817414 43.6957162)
2179181074,43.6958086,-79.3816215,1,,,POINT (-79.3816215 43.6958086)
2179181075,43.6958255,-79.3818916,3,,,POINT (-79.3818916 43.6958255)
2179181076,43.6959218,-79.3817722,1,,,POINT (-79.3817722 43.6959218)
2179181077,43.6959406,-79.3820629,3,,,POINT (-79.3820629 43.6959406)
2179181675,43.6960751,-79.3837267,3,,,POINT (-79.3837267 43.6960751)
2179181678,43.6961146,-79.3830048,3,,,POINT (-79.3830048 43.6961146)
2179181681,43.6961599,-79.3835976,3,,,POINT (-79.3835976 43.6961599)
2179181686,43.6964492,-79.3835667,1,,,POINT (-79.3835667 43.6964492)
2179182090,43.6965709,-79.3827216,3,,,POINT (-79.3827216 43.6965709)
2179182092,43.6965968,-79.3829597,3,,,POINT (-79.3829597 43.6965968)
2179182096,43.6965925,-79.3826748,4,,,POINT (-79.3826748 43.6965925)
2179182101,43.6967509,-79.3835856,3,,,POINT (-79.3835856 43.6967509)
2179182107,43.6968531,-79.3830808,1,,,POINT (-79.3830808 43.6968531)
2180705290,43.6949526,-79.4047281,3,,,POINT (-79.4047281 43.6949526)
2180705291,43.6950169,-79.404755,4,,,POINT (-79.404755 43.6950169)
2180705292,43.6950649,-79.4047756,4,,,POINT (-79.4047756 43.6950649)
2180705293,43.6959683,-79.4051268,4,,,POINT (-79.4051268 43.6959683)
2180707168,43.6902596,-79.3949259,4,,crossing,POINT (-79.3949259 43.6902596)
2180707172,43.6902751,-79.3948024,3,,,POINT (-79.3948024 43.6902751)
2180707173,43.6903898,-79.395292,1,,,POINT (-79.395292 43.6903898)
2180707174,43.6904102,-79.3951686,3,,,POINT (-79.3951686 43.6904102)
2180707663,43.6899293,-79.3949898,3,,,POINT (-79.3949898 43.6899293)
2180707664,43.6899533,-79.3948506,4,,crossing,POINT (-79.3948506 43.6899533)
2180707665,43.6901088,-79.3945549,3,,,POINT (-79.3945549 43.6901088)
2180707666,43.6902835,-79.3945957,1,,,POINT (-79.3945957 43.6902835)
2180707708,43.6900793,-79.3958933,3,,,POINT (-79.3958933 43.6900793)
2180707709,43.6901153,-79.3957149,3,,,POINT (-79.3957149 43.6901153)
2180707710,43.690133,-79.3959137,1,,,POINT (-79.3959137 43.690133)
2180707711,43.6901467,-79.3955591,3,,,POINT (-79.3955591 43.6901467)
2180707712,43.6901697,-79.3957385,1,,,POINT (-79.3957385 43.6901697)
2180707713,43.6902027,-79.3955808,1,,,POINT (-79.3955808 43.6902027)
2180707957,43.6978382,-79.4026282,3,,,POINT (-79.4026282 43.6978382)
2180717122,43.6975433,-79.399172,3,,,POINT (-79.399172 43.6975433)
2180717124,43.6975503,-79.3992929,3,,,POINT (-79.3992929 43.6975503)
2180717127,43.6976186,-79.3991856,3,,,POINT (-79.3991856 43.6976186)
2180785919,43.698018,-79.3938798,4,,,POINT (-79.3938798 43.698018)
2182426053,43.6423813,-79.3768303,3,,,POINT (-79.3768303 43.6423813)
2182426054,43.6425886,-79.3762936,3,,,POINT (-79.3762936 43.6425886)
2182426063,43.6429271,-79.3765314,4,,,POINT (-79.3765314 43.6429271)
2182426065,43.6429467,-79.3766083,4,,,POINT (-79.3766083 43.6429467)
2182426066,43.6429515,-79.3776089,3,,,POINT (-79.3776089 43.6429515)
2182426067,43.6429666,-79.3765669,3,,,POINT (-79.3765669 43.6429666)
2182426068,43.6429644,-79.3776448,4,,crossing,POINT (-79.3776448 43.6429644)
2182426071,43.6430184,-79.3774554,3,,,POINT (-79.3774554 43.6430184)
2182426072,43.6430538,-79.3766661,4,,,POINT (-79.3766661 43.6430538)
2182426073,43.6430955,-79.3757082,4,,,POINT (-79.3757082 43.6430955)
2182426077,43.6432974,-79.3768841,4,,,POINT (-79.3768841 43.6432974)
2182426078,43.6433049,-79.3768601,3,,,POINT (-79.3768601 43.6433049)
2182426080,43.6434964,-79.3758728,3,,,POINT (-79.3758728 43.6434964)
2182426081,43.6435272,-79.3764202,4,,,POINT (-79.3764202 43.6435272)
2182426082,43.6435277,-79.3757228,3,,,POINT (-79.3757228 43.6435277)
2182426084,43.643755,-79.3759747,3,,,POINT (-79.3759747 43.643755)
2182426086,43.6437943,-79.3758227,3,,,POINT (-79.3758227 43.6437943)
2186159900,43.6928811,-79.4145105,4,,,POINT (-79.4145105 43.6928811)
2186159905,43.6943468,-79.4149663,4,,,POINT (-79.4149663 43.6943468)
2186330128,43.6710821,-79.3718926,1,,,POINT (-79.3718926 43.6710821)
2186330138,43.671171,-79.371614,1,,,POINT (-79.371614 43.671171)
2186330144,43.6711931,-79.3715425,1,,,POINT (-79.3715425 43.6711931)
2186330154,43.6712833,-79.3719839,3,,,POINT (-79.3719839 43.6712833)
2186330158,43.6713197,-79.3719988,3,,,POINT (-79.3719988 43.6713197)
2186330160,43.6713328,-79.3716047,3,,,POINT (-79.3716047 43.6713328)
2188727674,43.6977925,-79.3875532,1,,,POINT (-79.3875532 43.6977925)
2188727685,43.6978693,-79.387582,4,,,POINT (-79.387582 43.6978693)
2188727688,43.6979091,-79.387597,3,,,POINT (-79.387597 43.6979091)
2193106547,43.6609281,-79.3817702,1,,,POINT (-79.3817702 43.6609281)
2193106549,43.6612932,-79.3818577,4,,,POINT (-79.3818577 43.6612932)
2193106551,43.6613586,-79.3818694,3,,,POINT (-79.3818694 43.6613586)
2194597545,43.661734,-79.380721,1,,,POINT (-79.380721 43.661734)
2194597546,43.6615406,-79.3794243,1,,,POINT (-79.3794243 43.6615406)
2194597547,43.6615643,-79.3793201,4,,,POINT (-79.3793201 43.6615643)
2194597548,43.6615854,-79.3792275,3,,,POINT (-79.3792275 43.6615854)
2194597549,43.6616775,-79.3806976,4,,crossing,POINT (-79.3806976 43.6616775)
2202136122,43.6465064,-79.4151784,1,,,POINT (-79.4151784 43.6465064)
2202136123,43.6469658,-79.4150479,3,,,POINT (-79.4150479 43.6469658)
2202136131,43.6472998,-79.415166,3,,,POINT (-79.415166 43.6472998)
2204876236,43.6551089,-79.3574639,3,,,POINT (-79.3574639 43.6551089)
2204876260,43.6551323,-79.3575266,4,,,POINT (-79.3575266 43.6551323)
2204876264,43.6551426,-79.3574774,4,,,POINT (-79.3574774 43.6551426)
2204876268,43.6551513,-79.3574394,3,,,POINT (-79.3574394 43.6551513)
2204876275,43.6551743,-79.357493,4,,,POINT (-79.357493 43.6551743)
2222731794,43.6976397,-79.3886399,3,,,POINT (-79.3886399 43.6976397)
2222731796,43.6976811,-79.3886669,4,,crossing,POINT (-79.3886669 43.6976811)
2222791931,43.6681438,-79.421344,3,,,POINT (-79.421344 43.6681438)
2222791936,43.6685479,-79.4220084,1,,,POINT (-79.4220084 43.6685479)
2222793700,43.6687739,-79.4210986,3,,,POINT (-79.4210986 43.6687739)
2222793701,43.6689881,-79.4220369,3,,,POINT (-79.4220369 43.6689881)
2223011322,43.6942263,-79.3975803,1,,,POINT (-79.3975803 43.6942263)
2223011324,43.6944976,-79.3978356,4,,,POINT (-79.3978356 43.6944976)
2223011325,43.6945304,-79.3978444,3,,,POINT (-79.3978444 43.6945304)
2223016042,43.6959905,-79.3997444,1,,,POINT (-79.3997444 43.6959905)
2223016424,43.6931605,-79.3967611,3,,,POINT (-79.3967611 43.6931605)
2223016427,43.6931709,-79.396714,4,,,POINT (-79.396714 43.6931709)
2223016429,43.6932244,-79.3964627,1,,,POINT (-79.3964627 43.6932244)
2223016431,43.6933993,-79.3968686,4,,,POINT (-79.3968686 43.6933993)
2223016432,43.6934926,-79.3963809,1,,,POINT (-79.3963809 43.6934926)
2223023131,43.6943099,-79.397137,4,,,POINT (-79.397137 43.6943099)
2223023132,43.6943155,-79.3970868,4,,,POINT (-79.3970868 43.6943155)
2223023134,43.6943484,-79.3968206,1,,,POINT (-79.3968206 43.6943484)
2223023135,43.6943498,-79.3970928,4,,,POINT (-79.3970928 43.6943498)
2223023138,43.6943953,-79.3965786,1,,,POINT (-79.3965786 43.6943953)
2223023145,43.6946903,-79.3972028,3,,,POINT (-79.3972028 43.6946903)
2240346303,43.6513135,-79.3739294,4,,,POINT (-79.3739294 43.6513135)
2240346305,43.6513946,-79.3739664,3,,,POINT (-79.3739664 43.6513946)
2240566884,43.6381051,-79.4064572,3,,,POINT (-79.4064572 43.6381051)
2240566886,43.6388185,-79.4068462,1,,,POINT (-79.4068462 43.6388185)
2240611640,43.6355901,-79.403266,4,,,POINT (-79.403266 43.6355901)
2240920191,43.635713,-79.3985666,4,,,POINT (-79.3985666 43.635713)
2240920195,43.6359015,-79.398386,3,,,POINT (-79.398386 43.6359015)
2240920209,43.6363476,-79.3996243,4,,crossing,POINT (-79.3996243 43.6363476)
2240920213,43.6364131,-79.3994343,4,,crossing,POINT (-79.3994343 43.6364131)
2240920688,43.6362272,-79.3991191,3,,,POINT (-79.3991191 43.6362272)
2240920691,43.6363354,-79.3992759,3,,,POINT (-79.3992759 43.6363354)
2240920693,43.6363449,-79.3989193,1,,,POINT (-79.3989193 43.6363449)
2240920696,43.6365036,-79.3992037,3,,,POINT (-79.3992037 43.6365036)
2240930040,43.6352459,-79.3981654,3,,,POINT (-79.3981654 43.6352459)
2240930044,43.6355884,-79.3983445,3,,,POINT (-79.3983445 43.6355884)
2240936693,43.6359014,-79.4017579,4,,crossing,POINT (-79.4017579 43.6359014)
2240936698,43.636042,-79.4017962,4,,crossing,POINT (-79.4017962 43.636042)
2240946588,43.6356448,-79.4025519,3,,,POINT (-79.4025519 43.6356448)
2240946589,43.635669,-79.4022714,3,,,POINT (-79.4022714 43.635669)
2240949545,43.6338582,-79.3999424,3,,,POINT (-79.3999424 43.6338582)
2240949546,43.6338941,-79.3999739,3,,,POINT (-79.3999739 43.6338941)
2240949548,43.6339855,-79.3997247,1,,,POINT (-79.3997247 43.6339855)
2240955330,43.6347587,-79.4001521,3,,,POINT (-79.4001521 43.6347587)
2240955333,43.6349635,-79.4003703,3,,,POINT (-79.4003703 43.6349635)
2240955334,43.6350898,-79.4005029,1,,,POINT (-79.4005029 43.6350898)
2240955836,43.6351333,-79.4012338,3,,,POINT (-79.4012338 43.6351333)
2242331674,43.6339936,-79.4369358,3,,,POINT (-79.4369358 43.6339936)
2242412071,43.6536815,-79.4370699,3,,,POINT (-79.4370699 43.6536815)
2242417040,43.655168,-79.4370624,4,,,POINT (-79.4370624 43.655168)
2242429943,43.6548829,-79.4426695,4,,,POINT (-79.4426695 43.6548829)
2242429946,43.6584705,-79.4402783,4,,,POINT (-79.4402783 43.6584705)
2242673268,43.6983478,-79.3961335,4,,,POINT (-79.3961335 43.6983478)
2242673269,43.6984055,-79.3961559,3,,,POINT (-79.3961559 43.6984055)
2249186158,43.6964384,-79.3925652,1,,,POINT (-79.3925652 43.6964384)
2249187688,43.6979468,-79.3889297,3,,,POINT (-79.3889297 43.6979468)
2249187689,43.6979685,-79.3888109,1,,,POINT (-79.3888109 43.6979685)
2249188945,43.6975176,-79.388204,1,,,POINT (-79.388204 43.6975176)
2249188947,43.6976942,-79.3883812,4,,,POINT (-79.3883812 43.6976942)
2249188948,43.6977367,-79.3883971,3,,,POINT (-79.3883971 43.6977367)
2249189597,43.6977271,-79.3884516,3,,,POINT (-79.3884516 43.6977271)
2249189598,43.6977861,-79.3884745,4,,,POINT (-79.3884745 43.6977861)
2249189599,43.697853,-79.3885032,1,,,POINT (-79.3885032 43.697853)
2249192376,43.6979927,-79.3953363,1,,,POINT (-79.3953363 43.6979927)
2249193549,43.6977305,-79.3949628,3,,,POINT (-79.3949628 43.6977305)
2249201913,43.6978038,-79.3880837,3,,,POINT (-79.3880837 43.6978038)
2249201914,43.6978625,-79.3881104,4,,,POINT (-79.3881104 43.6978625)
2249201915,43.6978669,-79.3877808,3,,,POINT (-79.3877808 43.6978669)
2249201917,43.6979267,-79.3878059,4,,,POINT (-79.3878059 43.6979267)
2249707072,43.6981626,-79.3856305,3,,,POINT (-79.3856305 43.6981626)
2249707073,43.6982861,-79.3856679,3,,,POINT (-79.3856679 43.6982861)
2249707610,43.6981905,-79.3861201,3,,,POINT (-79.3861201 43.6981905)
2249707612,43.6983239,-79.3854896,3,,,POINT (-79.3854896 43.6983239)
2249708755,43.6982041,-79.3855327,3,,,POINT (-79.3855327 43.6982041)
2249721634,43.6978763,-79.3856634,1,,,POINT (-79.3856634 43.6978763)
2249721673,43.6981132,-79.3858309,3,,,POINT (-79.3858309 43.6981132)
2249721689,43.6981548,-79.3856622,3,,,POINT (-79.3856622 43.6981548)
2249721696,43.6983011,-79.3851615,1,,,POINT (-79.3851615 43.6983011)
2249721700,43.6983789,-79.3851841,3,,,POINT (-79.3851841 43.6983789)
2253937381,43.6386286,-79.3956552,3,,,POINT (-79.3956552 43.6386286)
2253937388,43.6380934,-79.3975114,4,,crossing,POINT (-79.3975114 43.6380934)
2255274664,43.63922,-79.3824505,1,,,POINT (-79.3824505 43.63922)
2255274668,43.639229,-79.3826369,3,,,POINT (-79.3826369 43.639229)
2256146731,43.6397818,-79.3870823,4,,,POINT (-79.3870823 43.6397818)
2256146733,43.6398168,-79.3868548,4,,,POINT (-79.3868548 43.6398168)
2256150297,43.6381321,-79.3885833,3,,,POINT (-79.3885833 43.6381321)
2256152384,43.6386533,-79.3878209,3,,,POINT (-79.3878209 43.6386533)
2256152385,43.638716,-79.3878504,4,,,POINT (-79.3878504 43.638716)
2256152387,43.6387897,-79.3886094,3,,,POINT (-79.3886094 43.6387897)
2256152389,43.6388137,-79.3878998,2,,,POINT (-79.3878998 43.6388137)
2256152396,43.6389342,-79.388032,3,,,POINT (-79.388032 43.6389342)
2256152397,43.6389497,-79.3879701,3,,,POINT (-79.3879701 43.6389497)
2256152399,43.6389943,-79.3877998,3,,,POINT (-79.3877998 43.6389943)
2256152401,43.6391825,-79.3870815,3,,,POINT (-79.3870815 43.6391825)
2258710645,43.6535124,-79.349141,3,,motorway_junction,POINT (-79.349141 43.6535124)
2259518648,43.6752631,-79.3603524,1,,,POINT (-79.3603524 43.6752631)
2259518653,43.6753474,-79.360315,1,,,POINT (-79.360315 43.6753474)
2259518657,43.6753885,-79.360331,1,,,POINT (-79.360331 43.6753885)
2259518663,43.6754709,-79.3606028,3,,,POINT (-79.3606028 43.6754709)
2259526815,43.6749768,-79.3597751,3,,,POINT (-79.3597751 43.6749768)
2259526819,43.6749896,-79.3596563,3,,,POINT (-79.3596563 43.6749896)
2259526821,43.6749902,-79.3599582,1,,,POINT (-79.3599582 43.6749902)
2259534968,43.6563216,-79.348181,2,,,POINT (-79.348181 43.6563216)
2259537504,43.657238,-79.3496527,1,,,POINT (-79.3496527 43.657238)
2259537505,43.6572574,-79.3512046,1,,,POINT (-79.3512046 43.6572574)
2259537508,43.6573736,-79.3503896,3,,,POINT (-79.3503896 43.6573736)
2259537509,43.6574636,-79.3505211,1,,,POINT (-79.3505211 43.6574636)
2259537510,43.6574829,-79.3504336,3,,,POINT (-79.3504336 43.6574829)
2259544455,43.6517127,-79.347607,3,,,POINT (-79.347607 43.6517127)
2259552399,43.6680666,-79.3893703,4,,,POINT (-79.3893703 43.6680666)
2259552400,43.668112,-79.3893845,3,,,POINT (-79.3893845 43.668112)
2259552510,43.6658624,-79.3869704,4,,,POINT (-79.3869704 43.6658624)
2259552512,43.6659153,-79.3868875,3,,,POINT (-79.3868875 43.6659153)
2259552837,43.6666484,-79.3871741,4,,,POINT (-79.3871741 43.6666484)
2259552838,43.6668429,-79.387258,1,,,POINT (-79.387258 43.6668429)
2259555098,43.6632864,-79.3856151,3,,,POINT (-79.3856151 43.6632864)
2259555103,43.6633071,-79.3855953,3,,,POINT (-79.3855953 43.6633071)
2259555119,43.6633932,-79.3855258,3,,,POINT (-79.3855258 43.6633932)
2259555125,43.6634155,-79.3855093,3,,,POINT (-79.3855093 43.6634155)
2259555126,43.6634161,-79.3858333,4,,,POINT (-79.3858333 43.6634161)
2259555129,43.6635179,-79.3857415,3,,,POINT (-79.3857415 43.6635179)
2259555498,43.662804,-79.3837985,3,,,POINT (-79.3837985 43.662804)
2259555499,43.6628262,-79.383691,4,,crossing,POINT (-79.383691 43.6628262)
2259555501,43.663092,-79.3838007,4,,crossing,POINT (-79.3838007 43.663092)
2259555502,43.6630996,-79.3836915,3,,,POINT (-79.3836915 43.6630996)
2259556913,43.6632058,-79.3825673,3,,,POINT (-79.3825673 43.6632058)
2259556916,43.6635757,-79.3827985,4,,,POINT (-79.3827985 43.6635757)
2259557994,43.6640767,-79.3833645,3,,,POINT (-79.3833645 43.6640767)
2259557997,43.6641379,-79.3833882,3,,,POINT (-79.3833882 43.6641379)
2259557999,43.6641871,-79.382847,3,,,POINT (-79.382847 43.6641871)
2259558000,43.664207,-79.3827538,3,,,POINT (-79.3827538 43.664207)
2259558002,43.6642462,-79.3828993,1,,,POINT (-79.3828993 43.6642462)
2259558003,43.6642526,-79.3825398,3,,,POINT (-79.3825398 43.6642526)
2259558004,43.6642727,-79.3827762,1,,,POINT (-79.3827762 43.6642727)
2259558008,43.6648728,-79.3837432,3,,,POINT (-79.3837432 43.6648728)
2259558009,43.6648797,-79.3834747,3,,,POINT (-79.3834747 43.6648797)
2259558012,43.6649559,-79.3837782,1,,,POINT (-79.3837782 43.6649559)
2259558019,43.6650187,-79.3835315,1,,,POINT (-79.3835315 43.6650187)
2259558020,43.6650431,-79.3837254,4,,,POINT (-79.3837254 43.6650431)
2259558021,43.6650577,-79.3836545,4,,,POINT (-79.3836545 43.6650577)
2259558022,43.6650918,-79.3837465,3,,,POINT (-79.3837465 43.6650918)
2259558023,43.6651052,-79.38368,3,,,POINT (-79.38368 43.6651052)
2259558872,43.6642094,-79.3824717,3,,,POINT (-79.3824717 43.6642094)
2259558873,43.6642615,-79.3824979,4,,,POINT (-79.3824979 43.6642615)
2259558889,43.6645949,-79.3830561,1,,,POINT (-79.3830561 43.6645949)
2259560897,43.6653969,-79.3820265,4,,,POINT (-79.3820265 43.6653969)
2259560899,43.6654517,-79.3820462,3,,,POINT (-79.3820462 43.6654517)
2259560901,43.6656185,-79.3816758,3,,,POINT (-79.3816758 43.6656185)
2259560903,43.6656985,-79.3817096,1,,,POINT (-79.3817096 43.6656985)
2259561466,43.6422426,-79.3853111,3,,,POINT (-79.3853111 43.6422426)
2259561468,43.6423459,-79.3848722,3,,,POINT (-79.3848722 43.6423459)
2259561567,43.6426766,-79.3849783,3,,,POINT (-79.3849783 43.6426766)
2259561569,43.6426843,-79.3853925,1,,,POINT (-79.3853925 43.6426843)
2259561573,43.6426923,-79.3850128,3,,,POINT (-79.3850128 43.6426923)
2259561606,43.6427231,-79.384981,1,,,POINT (-79.384981 43.6427231)
2259561611,43.6427347,-79.3851057,3,,,POINT (-79.3851057 43.6427347)
2259561641,43.6427902,-79.3846103,3,,,POINT (-79.3846103 43.6427902)
2259561657,43.6428118,-79.3850519,3,,,POINT (-79.3850519 43.6428118)
2259561659,43.6428141,-79.3849656,1,,,POINT (-79.3849656 43.6428141)
2259561667,43.6429633,-79.3845296,1,,,POINT (-79.3845296 43.6429633)
2259561674,43.6429896,-79.3843933,4,,,POINT (-79.3843933 43.6429896)
2259561678,43.6430146,-79.3842562,3,,,POINT (-79.3842562 43.6430146)
2259561680,43.6430188,-79.3846885,3,,,POINT (-79.3846885 43.6430188)
2259561684,43.6430665,-79.3846661,3,,,POINT (-79.3846661 43.6430665)
2259561689,43.6431147,-79.3844462,3,,,POINT (-79.3844462 43.6431147)
2259562883,43.6645717,-79.3810586,3,,,POINT (-79.3810586 43.6645717)
2259562886,43.6646526,-79.3810923,1,,,POINT (-79.3810923 43.6646526)
2259563174,43.6650745,-79.3815582,1,,,POINT (-79.3815582 43.6650745)
2259563181,43.6651241,-79.381334,3,,,POINT (-79.381334 43.6651241)
2259563183,43.6651763,-79.3815362,1,,,POINT (-79.3815362 43.6651763)
2259563184,43.6652125,-79.3813734,3,,,POINT (-79.3813734 43.6652125)
2259563185,43.6655061,-79.3815042,4,,,POINT (-79.3815042 43.6655061)
2259563187,43.6655663,-79.3815298,3,,,POINT (-79.3815298 43.6655663)
2259572141,43.6662817,-79.39253,3,,,POINT (-79.39253 43.6662817)
2259572142,43.6662883,-79.3926656,3,,,POINT (-79.3926656 43.6662883)
2259572144,43.6664133,-79.3927685,3,,,POINT (-79.3927685 43.6664133)
2259572226,43.6659888,-79.3879621,3,,,POINT (-79.3879621 43.6659888)
2259572227,43.66608,-79.3887072,3,,,POINT (-79.3887072 43.66608)
2259572314,43.6660765,-79.3840683,4,,,POINT (-79.3840683 43.6660765)
2259572319,43.6664084,-79.3842168,3,,,POINT (-79.3842168 43.6664084)
2259572326,43.6665387,-79.3842587,3,,,POINT (-79.3842587 43.6665387)
2259572903,43.6641354,-79.3907094,3,,,POINT (-79.3907094 43.6641354)
2259572904,43.6642238,-79.3906034,3,,,POINT (-79.3906034 43.6642238)
2259572905,43.6642506,-79.3905133,1,,,POINT (-79.3905133 43.6642506)
2260362985,43.6599431,-79.3544014,3,,,POINT (-79.3544014 43.6599431)
2260363022,43.6587544,-79.353756,3,,,POINT (-79.353756 43.6587544)
2260363024,43.6535533,-79.3490205,3,,,POINT (-79.3490205 43.6535533)
2260915562,43.6629675,-79.3551386,3,,,POINT (-79.3551386 43.6629675)
2260915564,43.6632004,-79.3550749,3,,,POINT (-79.3550749 43.6632004)
2260915569,43.6639794,-79.3551816,1,,,POINT (-79.3551816 43.6639794)
2261930321,43.6602964,-79.354674,3,1,motorway_junction,POINT (-79.354674 43.6602964)
2262210697,43.6978918,-79.3933156,1,,,POINT (-79.3933156 43.6978918)
2262210700,43.6979644,-79.3933797,3,,,POINT (-79.3933797 43.6979644)
2264094357,43.6674932,-79.3901775,1,,,POINT (-79.3901775 43.6674932)
2264097002,43.6675114,-79.3906178,1,,,POINT (-79.3906178 43.6675114)
2264097003,43.667681,-79.3908513,1,,,POINT (-79.3908513 43.667681)
2264097004,43.6677791,-79.3908874,4,,,POINT (-79.3908874 43.6677791)
2264097005,43.6678109,-79.3908996,3,,,POINT (-79.3908996 43.6678109)
2264097006,43.6678098,-79.3907402,4,,,POINT (-79.3907402 43.6678098)
2264097007,43.66784,-79.3907514,3,,,POINT (-79.3907514 43.66784)
2265069892,43.6968766,-79.3925398,3,,,POINT (-79.3925398 43.6968766)
2265069893,43.6969208,-79.3923189,3,,,POINT (-79.3923189 43.6969208)
2265069894,43.6969283,-79.3925585,4,,,POINT (-79.3925585 43.6969283)
2265069895,43.6969757,-79.3923391,4,,,POINT (-79.3923391 43.6969757)
2265069896,43.6970815,-79.3926296,1,,,POINT (-79.3926296 43.6970815)
2265069897,43.6970826,-79.3923874,1,,,POINT (-79.3923874 43.6970826)
2265079621,43.6969198,-79.3912097,3,,,POINT (-79.3912097 43.6969198)
2265079623,43.6969681,-79.3912313,1,,,POINT (-79.3912313 43.6969681)
2265096276,43.6721401,-79.3814128,3,,,POINT (-79.3814128 43.6721401)
2265097293,43.6698234,-79.384353,3,,,POINT (-79.384353 43.6698234)
2265097295,43.6698631,-79.3843693,4,,,POINT (-79.3843693 43.6698631)
2265097297,43.6701343,-79.384481,1,,,POINT (-79.384481 43.6701343)
2273273042,43.6708277,-79.3806737,1,,,POINT (-79.3806737 43.6708277)
2273273043,43.6708956,-79.3803771,4,,,POINT (-79.3803771 43.6708956)
2273273044,43.6709176,-79.3802625,3,,,POINT (-79.3802625 43.6709176)
2274582844,43.6595555,-79.3918258,3,,,POINT (-79.3918258 43.6595555)
2274643128,43.6962804,-79.3703197,1,,,POINT (-79.3703197 43.6962804)
2274654781,43.6966748,-79.3724326,3,,,POINT (-79.3724326 43.6966748)
2274654783,43.6966785,-79.3717805,4,,traffic_signals,POINT (-79.3717805 43.6966785)
2274654785,43.6966886,-79.3716349,4,,traffic_signals,POINT (-79.3716349 43.6966886)
2274657330,43.6969493,-79.3710083,4,,,POINT (-79.3710083 43.6969493)
2274657331,43.6970432,-79.3710474,1,,,POINT (-79.3710474 43.6970432)
2274657332,43.6970546,-79.3717653,3,,,POINT (-79.3717653 43.6970546)
2274657333,43.6970652,-79.3717117,4,,,POINT (-79.3717117 43.6970652)
2274657334,43.6971599,-79.3712361,1,,,POINT (-79.3712361 43.6971599)
2274663950,43.6964441,-79.3699571,3,,,POINT (-79.3699571 43.6964441)
2274663953,43.6966334,-79.3711639,5,,,POINT (-79.3711639 43.6966334)
2274663955,43.6967507,-79.3712597,3,,,POINT (-79.3712597 43.6967507)
2274663956,43.6967684,-79.3711456,3,,,POINT (-79.3711456 43.6967684)
2274663957,43.6968016,-79.3703938,3,,,POINT (-79.3703938 43.6968016)
2274663958,43.696962,-79.3704627,3,,,POINT (-79.3704627 43.696962)
2275859650,43.6749171,-79.3882923,1,,,POINT (-79.3882923 43.6749171)
2275859651,43.6753913,-79.3884949,3,,,POINT (-79.3884949 43.6753913)
